GEO_ID|B19013_E001|B19013_M001
1400000US21041950100|48043|10249
1400000US21041950200|48792|16001
1400000US21041950300|64615|26156
1400000US21043960100|34306|9787
1400000US21043960200|53654|13587
1400000US21043960300|63313|22263
1400000US21043960400|60577|18028
1400000US21043960500|42895|9103
1400000US21043960601|60263|27772
1400000US21043960602|39080|9414
1400000US21043960700|50024|11393
1400000US21045950100|37948|13243
1400000US21045950200|41250|9742
1400000US21045950301|49244|19374
1400000US21045950302|42470|6689
1400000US21045950400|39133|5826
1400000US21045950500|43417|13261
1400000US21047200100|32366|6518
1400000US21047200200|40078|14139
1400000US21047200300|24471|15790
1400000US21047200400|35671|11705
1400000US21047200500|37083|17032
1400000US21047200600|60590|14377
1400000US21047200700|54676|6853
1400000US21047200800|27353|9184
1400000US21047200901|53068|21520
1400000US21047200902|70673|13764
1400000US21047201000|72250|20763
1400000US21047201100|57768|11978
1400000US21047201200|57917|16646
1400000US21047201301|83203|16876
1400000US21047201303|39636|7432
1400000US21047201304|40592|26748
1400000US21047201400|70750|18291
1400000US21047201501|53967|4422
1400000US21047201502|46667|12350
1400000US21047201503|-666666666|-222222222
1400000US21047980100|-666666666|-222222222
1400000US21049020101|45208|10211
1400000US21049020103|78125|26626
1400000US21049020105|94676|18328
1400000US21049020106|42282|15680
1400000US21049020201|43509|7275
1400000US21049020202|55204|3937
1400000US21049020300|93750|13279
1400000US21049020400|80909|31397
1400000US21049020500|102560|13436
1400000US21049020600|61510|9851
1400000US21051950100|40231|8583
1400000US21051950201|40644|18874
1400000US21051950202|55696|14938
1400000US21051950301|39238|13402
1400000US21051950302|28765|6205
1400000US21051950400|32469|11619
1400000US21051950500|31677|10393
1400000US21051950600|45145|11231
1400000US21053970100|52955|16840
1400000US21053970202|39583|6803
1400000US21053970203|41406|5257
1400000US21053970204|36711|4855
1400000US21055930100|59414|17437
1400000US21055930200|42111|13996
1400000US21055930300|53323|14237
1400000US21055930400|40406|7476
1400000US21057950100|37454|9197
1400000US21057950200|41364|9498
1400000US21059000100|41591|12629
1400000US21059000200|28750|17251
1400000US21059000300|32600|11735
1400000US21059000401|37951|9554
1400000US21059000402|42813|23816
1400000US21059000500|40652|7777
1400000US21059000600|54500|23950
1400000US21059000700|57525|5978
1400000US21059000800|52656|11717
1400000US21059000900|47311|5209
1400000US21059001000|56929|6323
1400000US21059001100|88534|9877
1400000US21059001200|65486|13160
1400000US21059001300|65785|15799
1400000US21059001401|80116|10391
1400000US21059001402|81420|22936
1400000US21059001501|55357|13584
1400000US21059001502|90469|10544
1400000US21059001601|104983|8247
1400000US21059001602|79375|7896
1400000US21059001701|62781|20431
1400000US21059001702|99394|17125
1400000US21059001703|73045|7336
1400000US21059001800|86456|9970
1400000US21061920200|50500|15819
1400000US21061920300|45357|8693
1400000US21061920401|57607|14296
1400000US21061920402|58294|17342
1400000US21061980100|-666666666|-222222222
1400000US21063920101|49591|34818
1400000US21063920102|27944|7191
1400000US21063920200|35313|14547
1400000US21065920100|33220|7976
1400000US21065920201|43594|13137
1400000US21065920202|40714|11158
1400000US21065920301|58457|6219
1400000US21065920302|27465|10022
1400000US21065920400|36667|15172
1400000US21067000101|24704|1777
1400000US21067000102|52609|33221
1400000US21067000200|40782|5273
1400000US21067000300|54909|14499
1400000US21067000400|27679|6605
1400000US21067000500|73984|8989
1400000US21067000600|65139|16622
1400000US21067000700|56750|10463
1400000US21067000801|-666666666|-222222222
1400000US21067000802|26071|2191
1400000US21067000900|19229|4108
1400000US21067001000|54531|24124
1400000US21067001100|34665|11695
1400000US21067001300|43563|13642
1400000US21067001400|58232|10199
1400000US21067001500|48737|5198
1400000US21067001600|47981|9386
1400000US21067001700|55841|9876
1400000US21067001800|21013|3619
1400000US21067001900|32779|7473
1400000US21067002001|45217|10228
1400000US21067002002|65296|10033
1400000US21067002200|78281|11960
1400000US21067002302|65854|10377
1400000US21067002303|52955|22800
1400000US21067002304|209097|53400
1400000US21067002400|63683|6434
1400000US21067002500|56633|2773
1400000US21067002600|60813|8332
1400000US21067002700|54935|12478
1400000US21067002800|89625|21078
1400000US21067002900|83340|10378
1400000US21067003000|58271|12292
1400000US21067003101|70184|11835
1400000US21067003102|65962|18006
1400000US21067003201|72429|2253
1400000US21067003202|54684|8470
1400000US21067003300|55544|21930
1400000US21067003402|57123|7484
1400000US21067003404|31117|10266
1400000US21067003405|58193|5432
1400000US21067003406|64213|10798
1400000US21067003407|67606|8027
1400000US21067003501|49475|14981
1400000US21067003503|39706|10852
1400000US21067003504|44125|11040
1400000US21067003600|114802|17321
1400000US21067003701|143214|13893
1400000US21067003702|85061|6777
1400000US21067003703|86623|7387
1400000US21067003704|94436|9574
1400000US21067003802|77237|17415
1400000US21067003803|82074|17855
1400000US21067003804|48647|12677
1400000US21067003906|113333|25137
1400000US21067003908|95045|28192
1400000US21067003909|67254|9272
1400000US21067003910|55321|11750
1400000US21067003911|46090|9816
1400000US21067003912|77537|15767
1400000US21067003913|140755|20238
1400000US21067003914|72938|22739
1400000US21067003915|126806|19204
1400000US21067003916|167750|49879
1400000US21067003917|84013|17529
1400000US21067003918|84957|24284
1400000US21067004001|54697|7911
1400000US21067004003|52763|12012
1400000US21067004005|122344|24851
1400000US21067004006|216607|46564
1400000US21067004007|105833|23929
1400000US21067004103|56000|6091
1400000US21067004104|44703|10752
1400000US21067004105|100083|10989
1400000US21067004106|112197|26217
1400000US21067004107|127245|17548
1400000US21067004204|68655|9691
1400000US21067004205|123424|24246
1400000US21067004207|140769|35073
1400000US21067004208|122121|10741
1400000US21067004209|89738|5549
1400000US21067004210|86480|19194
1400000US21069920100|37750|6169
1400000US21069920200|52267|18667
1400000US21069920300|52194|3718
1400000US21069920400|51932|16921
1400000US21071920100|34226|10317
1400000US21071920200|32700|12205
1400000US21071920301|43309|19211
1400000US21071920302|48576|21626
1400000US21071920401|28980|14154
1400000US21071920402|41848|21131
1400000US21071920500|24441|7543
1400000US21071920600|38443|9620
1400000US21071920700|48432|23125
1400000US21071920801|36146|26511
1400000US21071920802|55000|29140
1400000US21071920900|52500|16833
1400000US21071921001|28237|6071
1400000US21071921002|54980|22604
1400000US21073070101|41940|10618
1400000US21073070102|59594|9558
1400000US21073070401|66211|18231
1400000US21073070403|61500|22399
1400000US21073070404|46920|32072
1400000US21073070405|58578|52296
1400000US21073070500|46499|1426
1400000US21073070601|34194|9097
1400000US21073070602|55664|14086
1400000US21073070703|87955|19042
1400000US21073070704|59544|11771
1400000US21073070705|137869|26299
1400000US21073070706|82077|5915
1400000US21073070801|87863|24550
1400000US21073070802|91071|21231
1400000US21073071001|86010|19705
1400000US21073071002|64444|23087
1400000US21073071101|50828|5786
1400000US21073071102|59242|10401
1400000US21073071200|44286|19605
1400000US21075960100|34010|1332
1400000US21075960200|37244|3995
1400000US21077960102|63864|12685
1400000US21077960103|51198|8793
1400000US21077960104|62789|11051
1400000US21079970101|70020|25079
1400000US21079970102|70096|10329
1400000US21079970201|58715|12449
1400000US21079970202|65250|30163
1400000US21079970300|39576|8001
1400000US21079970400|59276|12591
1400000US21081920101|66618|25183
1400000US21081920102|61271|9861
1400000US21081920201|62330|21518
1400000US21081920202|65022|24907
1400000US21081920301|83333|33345
1400000US21081920302|70486|14916
1400000US21081920400|65250|15920
1400000US21083020100|39674|11847
1400000US21083020200|62074|11005
1400000US21083020301|34443|9334
1400000US21083020302|41384|10583
1400000US21083020400|72396|13663
1400000US21083020500|55541|4688
1400000US21083020600|61458|9511
1400000US21083020700|62578|19347
1400000US21083020800|46464|11859
1400000US21083020900|55736|2983
1400000US21085950101|37500|21186
1400000US21085950102|63500|22855
1400000US21085950200|38833|11394
1400000US21085950300|41454|7920
1400000US21085950401|44659|6197
1400000US21085950402|46769|10915
1400000US21085950500|45625|10830
1400000US21085950600|48432|5660
1400000US21085950700|50278|17888
1400000US21087930100|49920|12511
1400000US21087930200|37938|4000
1400000US21087930300|32218|6246
1400000US21087930400|53125|24657
1400000US21089040100|81172|14298
1400000US21089040201|54700|14382
1400000US21089040202|68007|9292
1400000US21089040300|62614|6383
1400000US21089040400|53043|9727
1400000US21089040501|62617|11483
1400000US21089040502|56059|1524
1400000US21089040600|42969|13365
1400000US21089040700|41989|7817
1400000US21091960100|58603|10399
1400000US21091960200|69850|7059
1400000US21091960300|77461|15641
1400000US21093000100|34931|13604
1400000US21093000201|105581|8924
1400000US21093000202|77500|13647
1400000US21093000300|64031|8596
1400000US21093000400|52391|9503
1400000US21093000500|46528|7597
1400000US21093000600|67994|4924
1400000US21093000700|51031|11117
1400000US21093000800|74633|16263
1400000US21093000902|55702|9871
1400000US21093000903|112674|36011
1400000US21093000904|73543|8799
1400000US21093001003|86719|13326
1400000US21093001004|71406|11479
1400000US21093001005|89917|30251
1400000US21093001006|98444|12556
1400000US21093001100|46203|4801
1400000US21093001200|57721|10439
1400000US21093001300|51058|22308
1400000US21093001401|57883|8621
1400000US21093001402|45584|10011
1400000US21093001500|70192|15426
1400000US21093001601|78750|22932
1400000US21093001602|55536|14567
1400000US21093001603|107548|27892
1400000US21093001701|69304|10054
1400000US21093001702|56124|5891
1400000US21093980100|-666666666|-222222222
1400000US21095970100|39267|5781
1400000US21095970200|34711|3569
1400000US21095970300|37321|21860
1400000US21095970400|46585|7046
1400000US21095970500|37656|28453
1400000US21095970600|36136|22389
1400000US21095970700|34444|10811
1400000US21095970800|42813|19806
1400000US21095970900|28287|13686
1400000US21095971000|30585|6073
1400000US21095971300|35614|6193
1400000US21097950100|52336|13466
1400000US21097950200|59297|10749
1400000US21097950300|61042|16674
1400000US21097950400|69609|17206
1400000US21097950500|50775|5559
1400000US21099970100|52500|12957
1400000US21099970200|33917|7296
1400000US21099970301|66875|41422
1400000US21099970302|48188|6766
1400000US21099970400|43125|8694
1400000US21099970500|48289|11667
1400000US21101020101|35250|18121
1400000US21101020200|52243|11421
1400000US21101020300|44558|5916
1400000US21101020401|27785|9991
1400000US21101020501|50774|12258
1400000US21101020602|55264|10720
1400000US21101020603|46250|27549
1400000US21101020604|41990|12394
1400000US21101020701|58251|7113
1400000US21101020703|84028|29837
1400000US21101020704|68402|5067
1400000US21101020800|67656|9793
1400000US21101020901|71730|16140
1400000US21101020902|60475|13739
1400000US21103090100|57708|15777
1400000US21103090200|60900|12382
1400000US21103090301|71845|11462
1400000US21103090302|51310|10411
1400000US21103090400|58708|7055
1400000US21105970100|68589|21819
1400000US21107970100|69408|19239
1400000US21107970200|77292|14971
1400000US21107970301|50241|10678
1400000US21107970302|64722|11693
1400000US21107970400|48189|4802
1400000US21107970500|67232|15120
1400000US21107970600|31763|6647
1400000US21107970700|64701|12151
1400000US21107970800|41217|14685
1400000US21107970900|48050|12881
1400000US21107971000|55678|10010
1400000US21107971100|39911|9482
1400000US21107971300|50839|6699
1400000US21109960101|48363|18944
1400000US21109960102|21742|2078
1400000US21109960200|40795|12658
1400000US21109960301|60417|12390
1400000US21109960302|53361|24878
1400000US21111000201|30436|7500
1400000US21111000202|-666666666|-222222222
1400000US21111000300|37978|13541
1400000US21111000400|40509|7660
1400000US21111000600|35119|11878
1400000US21111000700|27700|16037
1400000US21111000800|37452|2879
1400000US21111000900|20867|3740
1400000US21111001000|38594|33999
1400000US21111001100|40865|20998
1400000US21111001200|30833|20356
1400000US21111001400|40019|23314
1400000US21111001500|33913|11212
1400000US21111001600|47159|14709
1400000US21111001700|50885|15468
1400000US21111001800|12220|4870
1400000US21111002100|24728|12215
1400000US21111002300|28750|6358
1400000US21111002401|28810|11274
1400000US21111002402|58112|18455
1400000US21111002700|27889|17629
1400000US21111002800|39332|6411
1400000US21111003000|11154|1223
1400000US21111003501|30819|16017
1400000US21111003502|10455|3191
1400000US21111003600|34274|7466
1400000US21111003700|31300|15466
1400000US21111003800|44389|5256
1400000US21111003900|36842|5496
1400000US21111004000|45972|17952
1400000US21111004100|32893|7082
1400000US21111004301|22792|6823
1400000US21111004302|46641|7155
1400000US21111004400|45000|7322
1400000US21111004500|52202|13890
1400000US21111004600|52219|8560
1400000US21111004900|42120|12381
1400000US21111005000|21053|5850
1400000US21111005100|29698|4839
1400000US21111005200|37836|9092
1400000US21111005300|28683|4524
1400000US21111005600|39209|10917
1400000US21111005901|11114|1779
1400000US21111005902|46875|13165
1400000US21111006200|37885|15044
1400000US21111006300|54961|19543
1400000US21111006400|65143|27425
1400000US21111006500|38248|7537
1400000US21111006600|41058|10357
1400000US21111006800|80967|14543
1400000US21111006900|77208|30673
1400000US21111007000|74186|7153
1400000US21111007101|-666666666|-222222222
1400000US21111007102|47794|14074
1400000US21111007400|60556|16921
1400000US21111007501|166823|29555
1400000US21111007502|160263|37177
1400000US21111007601|56250|8370
1400000US21111007602|56051|4246
1400000US21111007603|61944|12808
1400000US21111007700|85045|48599
1400000US21111007800|76552|18339
1400000US21111007900|88547|15437
1400000US21111008100|66982|8788
1400000US21111008201|86600|17326
1400000US21111008202|51840|6858
1400000US21111008300|80824|20228
1400000US21111008400|102982|11901
1400000US21111008500|76170|16584
1400000US21111008700|161406|22840
1400000US21111008800|89040|6206
1400000US21111008900|110165|9147
1400000US21111009001|44732|21394
1400000US21111009002|58968|14034
1400000US21111009103|38938|5552
1400000US21111009105|51979|24116
1400000US21111009106|52908|8497
1400000US21111009300|84798|11820
1400000US21111009401|78900|13796
1400000US21111009402|79156|9600
1400000US21111009600|96173|7815
1400000US21111009700|75000|3755
1400000US21111009800|88227|9710
1400000US21111009900|78448|13108
1400000US21111010001|103207|12303
1400000US21111010004|62542|10883
1400000US21111010005|79926|9777
1400000US21111010006|72933|8765
1400000US21111010007|96250|22174
1400000US21111010008|71500|6060
1400000US21111010102|121914|17821
1400000US21111010103|63871|5775
1400000US21111010104|70606|6678
1400000US21111010309|113271|11632
1400000US21111010312|150761|32010
1400000US21111010313|157786|25746
1400000US21111010314|126250|44323
1400000US21111010315|114866|13035
1400000US21111010316|138526|29319
1400000US21111010317|174118|10756
1400000US21111010318|99216|10592
1400000US21111010319|78855|3024
1400000US21111010320|84766|15754
1400000US21111010321|136328|26841
1400000US21111010322|176250|27729
1400000US21111010323|93852|19238
1400000US21111010324|76875|7218
1400000US21111010403|93456|19850
1400000US21111010405|70462|22754
1400000US21111010406|101067|23877
1400000US21111010407|90221|13948
1400000US21111010408|74620|23746
1400000US21111010500|94755|21214
1400000US21111010601|79194|21463
1400000US21111010602|72578|11450
1400000US21111010701|105208|5105
1400000US21111010702|73714|6937
1400000US21111010706|103839|15605
1400000US21111010707|91515|15347
1400000US21111010708|78306|4287
1400000US21111010800|76964|22700
1400000US21111010901|61176|7034
1400000US21111010902|71597|8162
1400000US21111011003|68361|7127
1400000US21111011005|57031|17887
1400000US21111011006|45282|5223
1400000US21111011007|34291|11598
1400000US21111011008|50651|22385
1400000US21111011009|79384|11697
1400000US21111011109|65917|21983
1400000US21111011110|81918|15180
1400000US21111011111|86598|14278
1400000US21111011112|91797|31561
1400000US21111011113|68553|10681
1400000US21111011114|78233|20845
1400000US21111011115|82788|18633
1400000US21111011116|68132|3447
1400000US21111011117|54650|4288
1400000US21111011118|86052|3800
1400000US21111011201|40391|11648
1400000US21111011202|49326|5688
1400000US21111011301|65417|13822
1400000US21111011302|53125|13438
1400000US21111011403|56583|6881
1400000US21111011404|32172|10689
1400000US21111011405|39390|11898
1400000US21111011406|39370|10555
1400000US21111011506|78023|13864
1400000US21111011508|72096|8657
1400000US21111011509|58810|13414
1400000US21111011513|70677|7495
1400000US21111011514|78224|18551
1400000US21111011515|93456|8123
1400000US21111011516|64028|11716
1400000US21111011517|92705|11197
1400000US21111011518|130729|8799
1400000US21111011519|91214|19074
1400000US21111011520|148790|21855
1400000US21111011521|66645|4311
1400000US21111011522|73750|9830
1400000US21111011603|104885|45683
1400000US21111011604|102018|20438
1400000US21111011605|106948|19542
1400000US21111011606|152656|77645
1400000US21111011706|77591|12666
1400000US21111011707|96818|16797
1400000US21111011708|76326|9256
1400000US21111011709|106358|5729
1400000US21111011710|74438|17150
1400000US21111011711|93083|22266
1400000US21111011712|59534|7011
1400000US21111011713|44971|21058
1400000US21111011800|48750|14780
1400000US21111011901|-666666666|-222222222
1400000US21111011904|38471|4617
1400000US21111011906|60660|5185
1400000US21111011907|67357|8715
1400000US21111011908|49000|15161
1400000US21111011909|57197|8585
1400000US21111012001|58566|7551
1400000US21111012003|64453|14064
1400000US21111012004|31907|7176
1400000US21111012005|57791|13913
1400000US21111012103|80771|21374
1400000US21111012104|50424|7933
1400000US21111012105|66851|12308
1400000US21111012107|60583|13146
1400000US21111012108|53750|18403
1400000US21111012109|66500|16604
1400000US21111012203|69253|8082
1400000US21111012204|79295|11609
1400000US21111012205|50846|18896
1400000US21111012206|65395|8038
1400000US21111012301|59004|6534
1400000US21111012302|60909|15019
1400000US21111012406|63232|12024
1400000US21111012407|73287|13318
1400000US21111012408|55769|9627
1400000US21111012409|56522|7751
1400000US21111012410|75060|13354
1400000US21111012412|68371|13304
1400000US21111012413|55844|29628
1400000US21111012501|33673|7239
1400000US21111012502|49440|14306
1400000US21111012503|50472|7085
1400000US21111012603|64528|14033
1400000US21111012604|55529|9025
1400000US21111012605|36679|20523
1400000US21111012606|66417|11932
1400000US21111012701|26233|7093
1400000US21111012702|46178|6372
1400000US21111012703|58667|17035
1400000US21111012801|33324|9326
1400000US21111012802|42161|14247
1400000US21111013100|100909|17215
1400000US21111980100|-666666666|-222222222
1400000US21113060102|66394|6539
1400000US21113060103|34026|6475
1400000US21113060104|101658|15820
1400000US21113060200|75672|10731
1400000US21113060300|88750|23714
1400000US21113060401|54864|7986
1400000US21113060402|90703|25795
1400000US21113060502|68384|9480
1400000US21113060503|46030|9331
1400000US21113060504|65073|10173
1400000US21113060600|109214|23748
1400000US21115960100|44289|3437
1400000US21115960200|31786|15678
1400000US21115960300|32336|8375
1400000US21115960401|23615|16501
1400000US21115960402|75494|30918
1400000US21115960500|58216|4381
1400000US21115960600|58218|7955
1400000US21117060300|59792|9324
1400000US21117060700|82859|19296
1400000US21117060900|42169|18959
1400000US21117061000|54861|12772
1400000US21117061100|75731|11953
1400000US21117061200|48922|10482
1400000US21117061300|52500|12143
1400000US21117061400|43264|5816
1400000US21117061600|49797|4978
1400000US21117063604|68898|3747
1400000US21117063606|113594|21014
1400000US21117063607|59594|4231
1400000US21117063608|96923|15944
1400000US21117063609|99346|5011
1400000US21117063610|89750|13170
1400000US21117063701|97844|11960
1400000US21117063702|74528|9636
1400000US21117063800|80253|20555
1400000US21117064001|115000|40351
1400000US21117064002|77589|19369
1400000US21117064300|59028|8605
1400000US21117064400|50806|11077
1400000US21117064500|94219|10817
1400000US21117064600|70318|16212
1400000US21117064700|118814|30071
1400000US21117064800|85625|31561
1400000US21117064900|87500|25291
1400000US21117065000|43125|17391
1400000US21117065100|26962|5704
1400000US21117065200|91397|15743
1400000US21117065300|82616|9363
1400000US21117065400|92885|19418
1400000US21117065501|105966|10860
1400000US21117065502|132604|25421
1400000US21117065600|65000|17000
1400000US21117065700|83269|24970
1400000US21117065800|107917|16573
1400000US21117065900|77902|9343
1400000US21117066801|107313|14307
1400000US21117066802|116196|15647
1400000US21117066900|47061|10118
1400000US21117067000|52607|16159
1400000US21117067100|26016|3196
1400000US21117067200|83195|6984
1400000US21119960100|48405|13282
1400000US21119960200|34545|18181
1400000US21119960300|33925|9166
1400000US21119960400|31647|8656
1400000US21119960500|39621|5929
1400000US21121930100|22195|2381
1400000US21121930200|37512|11677
1400000US21121930300|35865|13911
1400000US21121930401|35031|5835
1400000US21121930402|70693|8482
1400000US21121930501|-666666666|-222222222
1400000US21121930502|-666666666|-222222222
1400000US21121930602|22224|8983
1400000US21121930603|-666666666|-222222222
1400000US21121930604|23370|16714
1400000US21121930700|31023|15282
1400000US21123960101|50313|12254
1400000US21123960103|62857|20791
1400000US21123960104|54500|16015
1400000US21123960200|65302|17207
1400000US21123960300|54333|15387
1400000US21125970100|47500|21186
1400000US21125970201|45083|8574
1400000US21125970202|40482|8115
1400000US21125970300|53259|9178
1400000US21125970400|74481|14045
1400000US21125970500|41444|8300
1400000US21125970600|46427|6573
1400000US21125970700|63625|16792
1400000US21125970800|61798|7265
1400000US21125970900|39736|23061
1400000US21125971001|59410|3851
1400000US21125971003|46563|7882
1400000US21125971004|57569|16504
1400000US21125971101|74102|6501
1400000US21125971103|57165|16420
1400000US21125971104|58438|17342
1400000US21127930101|39286|19727
1400000US21127930102|49479|18846
1400000US21127930200|41563|13619
1400000US21127930300|33365|9090
1400000US21127930400|52865|16100
1400000US21127930500|40025|11856
1400000US21129950100|35373|5464
1400000US21129950200|31200|4192
1400000US21129950300|29500|5333
1400000US21131920101|40938|14784
1400000US21131920102|31324|1493
1400000US21131920200|41675|15384
1400000US21131920300|38919|17068
1400000US21133950100|28036|7780
1400000US21133950201|38152|4561
1400000US21133950202|58125|12246
1400000US21133950300|27109|12641
1400000US21133950401|47813|19279
1400000US21133950403|56058|22018
1400000US21133950404|31024|8922
1400000US21133950500|31114|3117
1400000US21133950601|29297|9905
1400000US21133950602|52841|22735
1400000US21135930100|43322|7935
1400000US21135930200|31680|5115
1400000US21135930300|41429|14610
1400000US21135930400|36875|7631
1400000US21137920101|51012|19551
1400000US21137920102|60600|8427
1400000US21137920103|41875|9796
1400000US21137920200|49583|5793
1400000US21137920301|49966|15118
1400000US21137920302|46477|10364
1400000US21137920400|42337|8504
1400000US21139040100|46316|6200
1400000US21139040201|68430|8443
1400000US21139040202|47788|10973
1400000US21141960100|55338|10518
1400000US21141960200|52500|5273
1400000US21141960300|66094|9616
1400000US21141960400|51875|8179
1400000US21141960500|59826|9789
1400000US21141960600|57198|6909
1400000US21143960101|81571|8068
1400000US21143960102|52313|13026
1400000US21143960200|57279|7317
1400000US21143980100|-666666666|-222222222
1400000US21145030100|40302|7133
1400000US21145030200|24814|7891
1400000US21145030300|36438|27214
1400000US21145030400|24495|3095
1400000US21145030500|32721|10871
1400000US21145030600|27144|7124
1400000US21145030700|39141|17820
1400000US21145030800|97975|9896
1400000US21145030900|44447|9776
1400000US21145031000|53617|10947
1400000US21145031100|67700|13863
1400000US21145031200|75582|14732
1400000US21145031301|51903|11872
1400000US21145031302|79902|17768
1400000US21145031401|54534|5777
1400000US21145031402|67074|11222
1400000US21145031501|65259|7460
1400000US21145031502|64150|19799
1400000US21145031600|84281|14864
1400000US21147960100|28125|14027
1400000US21147960200|28476|7507
1400000US21147960301|34724|23644
1400000US21147960302|40341|13210
1400000US21147960401|38300|33644
1400000US21147960402|33148|10347
1400000US21149970100|62202|9328
1400000US21149970200|61050|7905
1400000US21149970500|75845|13356
1400000US21151010101|85000|13785
1400000US21151010103|138813|19863
1400000US21151010104|108923|4638
1400000US21151010201|44018|16479
1400000US21151010202|45094|11830
1400000US21151010301|54034|19900
1400000US21151010302|45825|8857
1400000US21151010303|35524|2205
1400000US21151010400|34208|11911
1400000US21151010500|-666666666|-222222222
1400000US21151010601|-666666666|-222222222
1400000US21151010602|40888|27511
1400000US21151010701|55952|13804
1400000US21151010702|66818|17018
1400000US21151010801|72798|17098
1400000US21151010802|95903|30395
1400000US21151010901|69205|18192
1400000US21151010902|75281|13568
1400000US21151010903|46033|3643
1400000US21151011001|64444|30021
1400000US21151011002|62283|20909
1400000US21151011101|87228|37904
1400000US21151011102|63098|31042
1400000US21151011103|57464|10854
1400000US21151011201|33295|13415
1400000US21151011202|63295|27660
1400000US21151011301|47443|7324
1400000US21151011303|61800|9414
1400000US21151011304|64875|22901
1400000US21151011401|69091|10030
1400000US21151011402|79286|16078
1400000US21153970100|30980|6211
1400000US21153970201|31007|6621
1400000US21153970202|32047|4221
1400000US21153970300|40094|16919
1400000US21153970400|30357|10483
1400000US21155970200|53497|12138
1400000US21155970300|57964|8757
1400000US21155970400|56422|15825
1400000US21155970500|50568|18184
1400000US21155970700|42922|7032
1400000US21155970800|55909|19468
1400000US21157950101|56647|10476
1400000US21157950102|51058|22927
1400000US21157950200|80313|23354
1400000US21157950300|73934|3608
1400000US21157950400|67920|10794
1400000US21157950501|84829|14456
1400000US21157950502|49911|17846
1400000US21157950601|61136|18697
1400000US21157950602|34767|17375
1400000US21157950603|37418|25086
1400000US21159950100|45665|14551
1400000US21159950201|35556|22579
1400000US21159950202|47917|23543
1400000US21159950300|30000|24295
1400000US21161960100|47551|4566
1400000US21161960200|30344|8362
1400000US21161960300|55938|18821
1400000US21161960400|63824|9206
1400000US21161960500|63250|20283
1400000US21163970100|49375|24470
1400000US21163970200|63864|18463
1400000US21163970301|65536|12871
1400000US21163970302|70833|34564
1400000US21163970401|70891|9130
1400000US21163970403|60927|13033
1400000US21163970404|84058|20734
1400000US21163970500|66055|11173
1400000US21163980100|-666666666|-222222222
1400000US21165960100|43361|6762
1400000US21165960200|47778|16407
1400000US21167960100|79821|14435
1400000US21167960200|62072|7493
1400000US21167960300|60257|9812
1400000US21167960400|54097|9534
1400000US21167960500|67143|16436
1400000US21169960100|65000|23960
1400000US21169960200|52873|7257
1400000US21169960300|32575|6182
1400000US21171930100|57000|16608
1400000US21171930200|36042|11288
1400000US21171930300|55747|6380
1400000US21171930400|44826|11406
1400000US21173920100|78151|16678
1400000US21173920201|43786|3899
1400000US21173920202|52683|16109
1400000US21173920301|65253|14831
1400000US21173920302|53827|15547
1400000US21173920400|50789|5337
1400000US21173920500|48516|7449
1400000US21175950100|43162|16539
1400000US21175950200|63152|10152
1400000US21175950300|51280|7203
1400000US21175950400|44960|16694
1400000US21175950500|39250|8383
1400000US21177960100|32750|20364
1400000US21177960201|52094|13067
1400000US21177960202|50000|16616
1400000US21177960300|43996|1786
1400000US21177960400|46667|8472
1400000US21177960500|78934|22101
1400000US21177960600|71458|13451
1400000US21177960700|41307|6117
1400000US21177960800|54048|8215
1400000US21177960900|59261|11342
1400000US21179930100|65354|11158
1400000US21179930201|74707|10286
1400000US21179930202|86496|25583
1400000US21179930301|76799|14328
1400000US21179930303|51111|10952
1400000US21179930304|61820|7784
1400000US21179930305|52315|36565
1400000US21179930400|48353|9268
1400000US21179930500|74102|14882
1400000US21179930600|73988|17442
1400000US21179930700|71359|11818
1400000US21181960100|55568|24408
1400000US21181960200|57896|9514
1400000US21183920100|59000|6224
1400000US21183920200|57007|13235
1400000US21183920300|56509|10346
1400000US21183920400|57303|21953
1400000US21183920501|50399|5143
1400000US21183920502|46677|10665
1400000US21183920600|44744|7046
1400000US21183920700|52946|15943
1400000US21185030100|101000|18896
1400000US21185030200|71850|25715
1400000US21185030301|64524|11048
1400000US21185030302|66557|8009
1400000US21185030401|126458|15287
1400000US21185030402|112964|16756
1400000US21185030501|101731|19748
1400000US21185030502|123702|13517
1400000US21185030601|116696|11524
1400000US21185030602|112000|15009
1400000US21185030701|180208|48316
1400000US21185030703|137031|24756
1400000US21185030704|198723|59699
1400000US21185030801|202250|25789
1400000US21185030802|121914|8116
1400000US21187970100|56481|12232
1400000US21187970201|55603|12741
1400000US21187970202|52888|14108
1400000US21187970300|57403|15479
1400000US21189930100|29764|9654
1400000US21189930200|38378|9375
1400000US21191930101|79960|15336
1400000US21191930102|70541|14256
1400000US21191930200|49601|17567
1400000US21191930300|44706|8816
1400000US21193970300|68444|4330
1400000US21193970400|41875|18686
1400000US21193970501|31176|5386
1400000US21193970502|-666666666|-222222222
1400000US21193970601|47537|20012
1400000US21193970602|58250|32206
1400000US21193970700|37946|17098
1400000US21193970800|35959|10132
1400000US21193970900|42344|20732
1400000US21193971000|40625|18087
1400000US21195930100|43765|7605
1400000US21195930201|42470|13483
1400000US21195930202|35054|11868
1400000US21195930301|28636|10255
1400000US21195930302|16552|9246
1400000US21195930400|52575|7795
1400000US21195930500|58375|21894
1400000US21195930600|46694|16304
1400000US21195930700|47917|8893
1400000US21195930800|40539|5893
